0	           0	  0.27595881
0	           1	 -0.41681591
0	           2	 0.023511738
0	           3	0.0004337291
0	           4	 -0.30031854
0	           5	-0.043848880
0	           6	-0.059824459
0	           7	  0.13279276
0	           8	 -0.11111917
0	           9	-0.049086217
0	          10	  0.10547451
0	          11	  0.21717638
0	          12	-0.022467166
0	          13	-0.010897890
0	          14	 0.044698432
0	          15	 -0.24426238
0	          16	 0.086605348
0	          17	-0.000163029
0	          18	 0.082056999
0	          19	  0.14407928
0	          20	  0.20038636
0	          21	  0.28025413
0	          22	  0.14817990
0	          23	 -0.17342821
0	          24	 -0.27175266
0	          25	 -0.23235123
0	          26	-0.031549249
0	          27	  0.37719452
0	          28	0.0008038705
0	          29	  0.10280667
0	          30	-0.018293129
0	          31	 0.012672186
0	          32	-0.001320582
0	          33	  0.12915887
0	          34	  0.22799943
0	          35	  0.27828076
0	          36	  0.28685123
0	          37	 0.049567863
0	          38	 -0.14052169
0	          39	 -0.20414598
0	          40	0.0012968017
0	          41	 0.020408414
0	          42	  0.10542083
0	          43	  0.30934662
0	          44	 0.036851589
0	          45	  0.28331581
0	          46	-0.073303603
0	          47	 0.019566376
0	          48	  0.35178387
0	          49	 -0.12873848
0	          50	  0.17070687
0	          51	  0.27192348
0	          52	  0.16869298
0	          53	  0.14841454
0	          54	  0.43289641
0	          55	  0.48061207
0	          56	  0.33997720
0	          57	  0.36497638
0	          58	  0.15203707
0	          59	  0.35033965
0	          60	  0.59541738
0	          61	  0.52530766
0	          62	-0.072861433
0	          63	-0.067246974
0	          64	-0.097422242
0	          65	 0.071011543
0	          66	  0.27517202
0	          67	  0.21008655
0	          68	  0.24198148
0	          69	-0.019660955
0	          70	  0.10497050
0	          71	  0.29508826
0	          72	  0.32467732
0	          73	  0.40970245
0	          74	  0.36999440
0	          75	 0.060086876
0	          76	-0.040982842
0	          77	 -0.13406424
0	          78	  0.20314771
0	          79	  0.33373806
0	          80	  0.22801311
0	          81	 0.019588018
0	          82	  0.40956327
0	          83	  0.22462960
0	          84	  0.43233547
0	          85	  0.23290089
0	          86	  0.30021882
0	          87	  0.36511627
0	          88	  0.26176378
0	          89	  0.57753289
0	          90	  0.39862871
0	          91	  0.10490466
0	          92	 0.036437228
0	          93	  0.35161847
0	          94	  0.32841775
0	          95	  0.19127843
0	          96	 -0.42214373
0	          97	 0.056050450
0	          98	  0.20441113
0	          99	  0.14220074
0	         100	  0.13978356
0	         101	 -0.14519605
0	         102	 0.089256980
0	         103	-0.083168410
0	         104	 0.012032132
0	         105	 0.032243382
0	         106	 0.050624251
0	         107	 0.016854839
0	         108	  0.24922736
0	         109	  0.21467772
0	         110	-0.003602302
0	         111	  0.21897773
0	         112	  0.19607687
0	         113	 0.032372870
0	         114	-0.040175557
0	         115	  0.25233322
0	         116	 0.015942851
0	         117	  0.19742571
0	         118	  0.18249995
0	         119	 0.011312101
1	           0	  0.12051765
1	           1	 -0.15463713
1	           2	-0.075389005
1	           3	  0.19559708
1	           4	-0.064634971
1	           5	 -0.15898366
1	           6	 0.042400986
1	           7	-0.057158563
1	           8	  0.25015453
1	           9	 -0.14080097
1	          10	  0.20420539
1	          11	  0.28850052
1	          12	  0.44752267
1	          13	 0.041592475
1	          14	 -0.15293255
1	          15	 -0.20539388
1	          16	  0.17582117
1	          17	  0.19942592
1	          18	  0.19640534
1	          19	 -0.15128285
1	          20	 -0.12774721
1	          21	  0.14132318
1	          22	  0.23970351
1	          23	 -0.16375758
1	          24	 -0.25973633
1	          25	 -0.17769423
1	          26	  0.29385886
1	          27	  0.62633455
1	          28	 0.058042314
1	          29	  0.12829550
1	          30	-0.023422722
1	          31	 -0.20307469
1	          32	 -0.10381558
1	          33	  0.38987383
1	          34	 0.082507543
1	          35	  0.23594055
1	          36	  0.16515468
1	          37	-0.084167995
1	          38	-0.098597609
1	          39	  0.19330433
1	          40	  0.29113039
1	          41	  0.39014331
1	          42	  0.33395422
1	          43	  0.50084841
1	          44	  0.10795099
1	          45	  0.49130967
1	          46	  0.16610312
1	          47	  0.12464042
1	          48	 0.046852984
1	          49	-0.062213928
1	          50	  0.14830683
1	          51	  0.37599677
1	          52	  0.26539236
1	          53	 0.075779237
1	          54	  0.11486843
1	          55	  0.16879846
1	          56	  0.23650658
1	          57	  0.17967282
1	          58	  0.38348040
1	          59	  0.21698466
1	          60	  0.12269631
1	          61	  0.27905148
1	          62	  0.39140156
1	          63	  0.25168157
1	          64	  0.37663749
1	          65	  0.31497943
1	          66	  0.16957556
1	          67	  0.26484165
1	          68	  0.25463185
1	          69	-0.021080971
1	          70	  0.10084568
1	          71	  0.29454124
1	          72	  0.15168944
1	          73	  0.36101583
1	          74	 -0.10874254
1	          75	  0.45329529
1	          76	  0.32716417
1	          77	  0.32440037
1	          78	  0.23552354
1	          79	  0.24918026
1	          80	  0.37591010
1	          81	 -0.10043111
1	          82	  0.37838292
1	          83	 0.073029667
1	          84	 0.098895088
1	          85	  0.28774098
1	          86	  0.23823859
1	          87	  0.72391337
